code_ind,ind_num,site,locality,site_code,year,month,genus,species_name,species,subgenus,age,sex,length_mm,mass_g,gps_prefix,gps_num,capture_gps_code,transect,capture_date,capture_time,capture_notes,release_date,release_time,processing_date,vp_time,vp_site,dbs_size,physical_exam,blood_sample_dbs,whole_body_specimen,photo,body_color,dorsal,ventral,other,observation
NMB.F.2025.07.104,104,Nosy Mangabe,,NMB,2025,7,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,"No sample, ID code skipped by accident"
NMB.F.2025.07.105,105,Nosy Mangabe,,NMB,2025,7,,,Gephyromantis luteus,,Adult,F,50,9,,T10 S,T10 S,T10,12-Jul-25,18:15,,13-Jul-25,5:48,13-Jul-25,20:52,F.V.,Large,5,1,,N,,,,,
NMB.F.2025.07.106,106,Nosy Mangabe,,NMB,2025,7,,,Gephyromantis luteus,,Sub-adult,M,44,5,,T10 S,T10 S,T10,12-Jul-25,18:19,,13-Jul-25,5:48,13-Jul-25,20:56,F.V.,Small,5,1,,N,,,,,
NMB.F.2025.07.107,107,Nosy Mangabe,,NMB,2025,7,,,Gephyromantis luteus,,Adult,F,49,7,,T10 S,T10 S,T10,12-Jul-25,18:19,,13-Jul-25,5:48,13-Jul-25,20:59,F.V.,Small,5,1,,N,,,,,Very small blood volume
NMB.F.2025.07.108,108,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus betsileanus,,Adult,M,40,6,,T10 S,T10 S,T10,12-Jul-25,18:21,,13-Jul-25,5:48,13-Jul-25,21:01,F.V.,Medium,5,1,,N,,,,,
NMB.F.2025.07.109,109,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus grandidieri,,Adult,M,95,80,,T10 S,T10 S,T10,12-Jul-25,18:26,,13-Jul-25,5:48,13-Jul-25,21:05,F.V.,Large,5,1,,N,,,,,Very large blood volume
NMB.F.2025.07.110,110,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus grandidieri,,Adult,M,91,67,,T10 S,T10 S,T10,12-Jul-25,18:27,,13-Jul-25,5:48,13-Jul-25,21:15,F.V.,Large,5,1,,N,,,,,Very large blood volume
NMB.F.2025.07.111,111,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus grandidieri,,Adult,M,88,65,,T12 S,T12 S,T12,12-Jul-25,18:31,,13-Jul-25,5:50,13-Jul-25,21:08,F.V.,Large,5,1,,N,,,,,Very large blood volume
NMB.F.2025.07.112,112,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus grandidieri,,Adult,M,89,64,,T12 S,T12 S,T12,12-Jul-25,18:38,,13-Jul-25,5:50,13-Jul-25,21:20,F.V.,Large,5,1,,N,,,,,Very large blood volume
NMB.F.2025.07.113,113,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus grandidieri,,Adult,M,84,45,,T12 S,T12 S,T12,12-Jul-25,18:38,,13-Jul-25,5:50,13-Jul-25,21:22,F.V.,Large,5,1,,N,,,,,
NMB.F.2025.07.114,114,Nosy Mangabe,,NMB,2025,7,,,Mantidactylus betsileanus,,Adult,F,44,7,,T13 S,T13 S,T13,12-Jul-25,18:41,,13-Jul-25,5:52,13-Jul-25,21:25,F.V.,Small,5,1,,N,,,,,
MTA.F.2025.07.001,001,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,54,8,MTA.00,38,MTA.0038,T3,19-Jul-25,18:15,,20-Jul-25,11:21,19-Jul-25,20:50,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.002,002,Montagne d'Ambre,,MTA,2025,7,,,Guibemantis sp.,,Adult,F,42,4,MTA.00,40,MTA.0040,T3,19-Jul-25,18:20,,20-Jul-25,11:17,19-Jul-25,20:52,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.003,003,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,48,11,MTA.00,40,MTA.0040,T3,19-Jul-25,18:30,,20-Jul-25,11:18,19-Jul-25,20:55,F.V.,Small,4,1,,,,,,,
MTA.F.2025.07.004,004,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,77,22,MTA.00,41,MTA.0041,T3,19-Jul-25,18:39,,20-Jul-25,11:19,19-Jul-25,20:58,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.005,005,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,45,10,MTA.00,39,MTA.0039,T3,19-Jul-25,18:41,,20-Jul-25,11:20,19-Jul-25,21:01,F.V.,Medium,5,1,,,,,,,Dorsal yellow line
MTA.F.2025.07.006,006,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,47,6,MTA.00,36,MTA.0036,T3,19-Jul-25,18:45,,20-Jul-25,11:15,19-Jul-25,21:04,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.007,007,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Subadult,M,35,3,MTA.00,33,MTA.0033,T3,19-Jul-25,18:50,,20-Jul-25,11:04,19-Jul-25,NA,NA,NA,NA,0,,,,,,,"No blood draw, too small"
MTA.F.2025.07.008,008,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,49,8,MTA.00,34,MTA.0034,T3,19-Jul-25,19:05,,20-Jul-25,11:05,19-Jul-25,21:07,F.V.,Small,5,1,,,,,,,One drop blood sample
MTA.F.2025.07.009,009,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,74,24,MTA.00,31,MTA.0031,T3,19-Jul-25,19:06,,20-Jul-25,10:58,19-Jul-25,21:09,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.010,010,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Adult,F,55,9,MTA.0,103,MTA.0103,T1,20-Jul-25,17:50,,21-Jul-25,11:56,20-Jul-25,6:15,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.011,011,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,50,9,MTA.0,103,MTA.0103,T1,20-Jul-25,17:56,,21-Jul-25,11:55,20-Jul-25,6:19,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.012,012,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,48,12,MTA.0,103,MTA.0103,T1,20-Jul-25,17:56,,21-Jul-25,11:55,20-Jul-25,6:23,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.013,013,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,35,5,MTA.0,104,MTA.0104,T1,20-Jul-25,18:08,,21-Jul-25,11:57,20-Jul-25,6:26,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.014,014,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,43,7,MTA.0,103,MTA.0103,T1,20-Jul-25,18:08,,21-Jul-25,11:56,20-Jul-25,6:28,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.015,015,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,37,5,MTA.0,103,MTA.0103,T1,20-Jul-25,18:12,,21-Jul-25,11:56,20-Jul-25,6:33,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.016,016,Montagne d'Ambre,,MTA,2025,7,,,Boophis blommersae,,Adult,F,63,15,MTA.0,101,MTA.0101,T1,20-Jul-25,18:19,,21-Jul-25,11:50,20-Jul-25,6:36,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.017,017,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,53,9,MTA.0,104,MTA.0104,T1,20-Jul-25,18:19,,21-Jul-25,12:00,20-Jul-25,6:39,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.018,018,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,40,6,MTA.0,104,MTA.0104,T1,20-Jul-25,18:21,,21-Jul-25,12:00,20-Jul-25,6:42,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.019,019,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,50,7,MTA.00,99,MTA.0099,T1,20-Jul-25,18:21,,21-Jul-25,11:44,20-Jul-25,6:45,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.020,020,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,39,5,MTA.00,99,MTA.0099,T1,20-Jul-25,18:23,,21-Jul-25,11:44,20-Jul-25,6:47,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.021,021,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,49,11,MTA.0,100,MTA.0100,T1,20-Jul-25,18:30,,21-Jul-25,11:46,20-Jul-25,6:49,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.022,022,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,38,5,MTA.0,100,MTA.0100,T1,20-Jul-25,18:23,,21-Jul-25,11:46,20-Jul-25,6:52,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.023,023,Montagne d'Ambre,,MTA,2025,7,,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA
MTA.F.2025.07.024,024,Montagne d'Ambre,,MTA,2025,7,,,Boophis blommersae,,Adult,F,60,13,MTA.0,105,MTA.0105,T1,20-Jul-25,18:28,,21-Jul-25,12:05,20-Jul-25,6:54,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.025,025,Montagne d'Ambre,,MTA,2025,7,,,Boophis blommersae,,Adult,F,60,14,MTA.0,105,MTA.0105,T1,20-Jul-25,18:28,,21-Jul-25,12:05,20-Jul-25,6:57,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.026,026,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,46,11,MTA.0,105,MTA.0105,T1,20-Jul-25,18:28,,21-Jul-25,12:05,20-Jul-25,6:59,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.027,027,Montagne d'Ambre,,MTA,2025,7,,,NA,,,,,,MTA.0,,MTA.0,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,,,,,,,,,,,
MTA.F.2025.07.028,028,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,53,11,MTA.0,106,MTA.0106,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.029,029,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,46,9,MTA.0,106,MTA.0106,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.030,030,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,48,10,MTA.0,106,MTA.0106,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Large,4,1,,,,,,,Desquamation
MTA.F.2025.07.031,031,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,49,10,MTA.00,98,MTA.0098,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.032,032,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,50,12,MTA.00,98,MTA.0098,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.033,033,Montagne d'Ambre,,MTA,2025,7,,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA
MTA.F.2025.07.034,034,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,45,10,MTA.00,96,MTA.0096,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.035,035,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,49,10,MTA.00,96,MTA.0096,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.036,036,Montagne d'Ambre,,MTA,2025,7,,,Boophis blommersae,,Subadult,F,49,7,MTA.00,96,MTA.0096,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.037,037,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,M,44,8,MTA.00,96,MTA.0096,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Medium,5,1,,,,,,,Dorsal yellow line
MTA.F.2025.07.038,038,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,M,38,5,MTA.00,96,MTA.0096,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.039,039,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Adult,F,48,7,MTA.00,95,MTA.0095,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.040,040,Montagne d'Ambre,,MTA,2025,7,,,Guibemantis sp.,,Subadult,F,38,3,MTA.00,94,MTA.0094,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.041,041,Montagne d'Ambre,,MTA,2025,7,,,Boophis blommersae,,Adult,F,48,8,MTA.00,91,MTA.0091,T1,20-Jul-25,,,21-Jul-25,,20-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.042,042,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,51,13,MTA.0,142,MTA.0142,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.043,043,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,M,37,4,MTA.0,146,MTA.0146,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.044,044,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,49,10,MTA.0,146,MTA.0146,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.045,045,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,50,9,MTA.0,146,MTA.0146,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.046,046,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,45,12,MTA.0,146,MTA.0146,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.047,047,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,35,5,MTA.0,146,MTA.0146,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.048,048,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Subadult,F,42,5,MTA.0,145,MTA.0145,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.049,049,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Subadult,F,38,4,MTA.0,145,MTA.0145,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.050,050,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,42,5,MTA.0,145,MTA.0145,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.051,051,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Subadult,F,41,4,MTA.0,145,MTA.0145,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.052,052,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,48,11,MTA.0,145,MTA.0145,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.053,053,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Juvenile,F,34,3,MTA.0,144,MTA.0144,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,,,0,,,,,,,"No blood draw, too small / Similar to 042-043"
MTA.F.2025.07.054,054,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,M,33,4,MTA.0,144,MTA.0144,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.055,055,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,F,42,6,MTA.0,144,MTA.0144,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,Similar to 042-043
MTA.F.2025.07.056,056,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,57,9,MTA.0,143,MTA.0143,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.057,057,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,50,10,MTA.0,143,MTA.0143,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.058,058,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,M,40,4,MTA.0,143,MTA.0143,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.059,059,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,49,11,MTA.0,142,MTA.0142,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.060,060,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Subadult,F,44,4,MTA.0,142,MTA.0142,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.061,061,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,48,10,MTA.0,142,MTA.0142,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,,5,0,,,,,,,Unsuccessful blood draw
MTA.F.2025.07.062,062,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,M,32,3,MTA.0,141,MTA.0141,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.063,063,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,M,42,5,MTA.0,141,MTA.0141,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.064,064,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,39,6,MTA.0,141,MTA.0141,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.065,065,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,M,34,4,MTA.0,141,MTA.0141,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.066,066,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Adult,F,52,6,MTA.0,141,MTA.0141,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.067,067,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,M,31,2,MTA.0,141,MTA.0141,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,,5,0,,,,,,,"No blood draw, too small"
MTA.F.2025.07.068,068,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,52,12,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.069,069,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,53,12,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.070,070,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Adult,F,50,7,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.071,071,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,M,39,4,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.072,072,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,M,40,8,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,Similar to 042-043
MTA.F.2025.07.073,073,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,F,50,9,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.074,074,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,61,12,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.075,075,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,M,37,5,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.076,076,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,41,5,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.077,077,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,M,41,4,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.078,078,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,M,42,5,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Medium,5,1,,,,,,,Similar to 042-043 / Dorsal yellow line 
MTA.F.2025.07.079,079,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,M,40,3,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,NA,F.V.,NA,5,0,,,,,,,"No blood draw, too small /Similar to 077"
MTA.F.2025.07.080,080,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,39,5,MTA.0,140,MTA.0140,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.081,081,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,48,5,MTA.0,139,MTA.0139,T2,21-Jul-25,,,22-Jul-25,,21-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.082,082,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Adult,F,42,5,MTA.0,,MTA.0,Camp,22-Jul-25,,,23-Jul-25,,22-Jul-25,,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.083,083,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,58,13,MTA.0,177,MTA.0177,T1,22-Jul-25,,,23-Jul-25,,22-Jul-25,20:49,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.084,084,Montagne d'Ambre,,MTA,2025,7,,,Boophis brachychir,,Adult,F,44,5,MTA.0,177,MTA.0177,T1,22-Jul-25,17:55,,23-Jul-25,,22-Jul-25,20:50,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.085,085,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,M,45,8,MTA.0,177,MTA.0177,T1,22-Jul-25,17:58,,23-Jul-25,,22-Jul-25,20:52,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.086,086,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,46,6,MTA.0,177,MTA.0177,T1,22-Jul-25,18:01,,23-Jul-25,11:17,22-Jul-25,20:55,F.V.,Large,5,1,,,,,,,
MTA.F.2025.07.087,087,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,49,5,MTA.0,177,MTA.0177,T1,22-Jul-25,18:02,,23-Jul-25,11:17,22-Jul-25,20:57,F.V.,Large,5,1,,,,,,,Similar to 084
MTA.F.2025.07.088,088,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,54,13,MTA.0,176,MTA.0176,T1,22-Jul-25,18:04,,23-Jul-25,11:13,22-Jul-25,20:59,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.089,089,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,44,6,MTA.0,176,MTA.0176,T1,22-Jul-25,18:06,,23-Jul-25,11:13,22-Jul-25,21:02,F.V.,Small,5,1,,,,,,,Similar to 084
MTA.F.2025.07.090,090,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,48,7,MTA.0,176,MTA.0176,T1,22-Jul-25,18:08,,23-Jul-25,11:13,22-Jul-25,21:04,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.091,091,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Subadult,F,45,9,MTA.0,176,MTA.0176,T1,22-Jul-25,18:10,,23-Jul-25,11:13,22-Jul-25,21:06,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.092,092,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus bellyi,,Adult,M,39,5,MTA.0,176,MTA.0176,T1,22-Jul-25,18:10,,23-Jul-25,11:13,22-Jul-25,21:08,F.V.,Large,5,1,,,,,,,Visible wound on back (doesn't seem fresh)
MTA.F.2025.07.093,093,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,M,33,3,MTA.0,176,MTA.0176,T1,22-Jul-25,18:12,,23-Jul-25,11:13,22-Jul-25,,NA,NA,5,0,,,,,,,"Too small, no blood; similar to 085"
MTA.F.2025.07.094,094,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Subadult,F,36,3,MTA.0,176,MTA.0176,T1,22-Jul-25,18:13,,23-Jul-25,11:13,22-Jul-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood"
